InvoiceNo,Quantity,InvoiceDate,Price,CustomerID,Country
563613,6,8/18/2011,2.95,12688,Israel
563613,12,8/18/2011,2.95,12688,Israel
563613,24,8/18/2011,1.69,12688,Israel
563613,4,8/18/2011,7.95,12688,Israel
559948,12,7/14/2011,7.65,12653,Israel
563613,8,8/18/2011,1.25,12688,Israel
563613,60,8/18/2011,0.79,12688,Israel
563613,24,8/18/2011,1.25,12688,Israel
563613,20,8/18/2011,0.42,12688,Israel
559948,24,7/14/2011,1.25,12653,Israel
569527,1,10/4/2011,1.65,12512,Israel
563613,8,8/18/2011,2.55,12688,Israel
559948,20,7/14/2011,1.65,12653,Israel
563613,24,8/18/2011,0.85,12688,Israel
563613,2,8/18/2011,9.95,12688,Israel
563613,1,8/18/2011,16.95,12688,Israel
563613,8,8/18/2011,2.55,12688,Israel
563613,48,8/18/2011,2.55,12688,Israel
569527,1,10/4/2011,4.95,12512,Israel
569527,1,10/4/2011,2.55,12512,Israel
563613,4,8/18/2011,9.95,12688,Israel
563613,36,8/18/2011,0.19,12688,Israel
563613,12,8/18/2011,1.45,12688,Israel
563613,24,8/18/2011,0.85,12688,Israel
563613,24,8/18/2011,0.12,12688,Israel
563613,12,8/18/2011,1.65,12688,Israel
563613,8,8/18/2011,0.83,12688,Israel
569527,1,10/4/2011,1.25,12512,Israel
563613,12,8/18/2011,0.85,12688,Israel
563613,10,8/18/2011,0.85,12688,Israel
544108,10,2/16/2011,0.85,12653,Israel
563613,8,8/18/2011,12.75,12688,Israel
563613,24,8/18/2011,0.55,12688,Israel
563613,10,8/18/2011,1.25,12688,Israel
563613,12,8/18/2011,0.85,12688,Israel
563613,48,8/18/2011,0.29,12688,Israel
563613,25,8/18/2011,0.42,12688,Israel
563613,60,8/18/2011,1.25,12688,Israel
563613,2,8/18/2011,6.25,12688,Israel
563613,4,8/18/2011,12.75,12688,Israel
563613,8,8/18/2011,0.83,12688,Israel
544108,12,2/16/2011,1.95,12653,Israel
563613,24,8/18/2011,0.85,12688,Israel
559948,24,7/14/2011,0.83,12653,Israel
563613,8,8/18/2011,1.25,12688,Israel
563613,8,8/18/2011,1.25,12688,Israel
563613,12,8/18/2011,1.45,12688,Israel
559948,10,7/14/2011,0.85,12653,Israel
563613,12,8/18/2011,3.75,12688,Israel
563613,12,8/18/2011,1.25,12688,Israel
563613,16,8/18/2011,0.85,12688,Israel
544108,6,2/16/2011,1.95,12653,Israel
569527,1,10/4/2011,3.75,12512,Israel
563613,24,8/18/2011,0.85,12688,Israel
563613,6,8/18/2011,4.95,12688,Israel
C539037,-24,12/15/2010,3.81,12666,Israel
569527,12,10/4/2011,0.65,12512,Israel
569527,1,10/4/2011,3.75,12512,Israel
563613,6,8/18/2011,3.25,12688,Israel
563613,24,8/18/2011,0.85,12688,Israel
546875,4,3/17/2011,7.95,12514,Italy
555107,12,5/31/2011,2.95,12594,Italy
544399,1,2/18/2011,28,12594,Italy
572457,6,10/24/2011,2.95,12594,Italy
572457,12,10/24/2011,6.75,12594,Italy
C579785,-2,11/30/2011,4.95,12584,Italy
573508,1,10/31/2011,14.95,12552,Italy
562528,12,8/5/2011,1.25,12610,Italy
546875,10,3/17/2011,0.85,12514,Italy
564476,12,8/25/2011,1.25,12610,Italy
541115,7,1/13/2011,28,12578,Italy
577316,16,11/18/2011,1.25,12578,Italy
546875,12,3/17/2011,0.85,12514,Italy
580746,6,12/6/2011,2.95,12584,Italy
577609,2,11/21/2011,6.25,12349,Italy
567478,6,9/20/2011,4.25,12584,Italy
C558439,-1,6/29/2011,16.95,12584,Italy
541115,18,1/13/2011,1.65,12578,Italy
550606,96,4/19/2011,0.39,12594,Italy
572457,10,10/24/2011,2.08,12594,Italy
542238,6,1/26/2011,1.95,12591,Italy
541115,3,1/13/2011,4.95,12578,Italy
562528,6,8/5/2011,2.95,12610,Italy
C576199,-1,11/14/2011,1.95,12610,Italy
539752,6,12/21/2010,2.95,12515,Italy
539752,12,12/21/2010,0.75,12515,Italy
549233,72,4/7/2011,0.85,14912,Italy
572695,2,10/25/2011,7.95,12610,Italy
546875,10,3/17/2011,1.65,12514,Italy
541115,12,1/13/2011,0.85,12578,Italy
C569949,-2,10/6/2011,4.95,12584,Italy
555843,2,6/7/2011,7.95,12584,Italy
545664,2,3/4/2011,9.95,12584,Italy
562528,3,8/5/2011,4.95,12610,Italy
577809,4,11/22/2011,4.25,12584,Italy
537022,2,12/3/2010,28,12725,Italy
573508,25,10/31/2011,0.42,12552,Italy
562922,24,8/10/2011,0.29,12594,Italy
541115,12,1/13/2011,1.25,12578,Italy
577609,12,11/21/2011,0.65,12349,Italy
541115,6,1/13/2011,3.25,12578,Italy
577316,6,11/18/2011,2.95,12578,Italy
577316,24,11/18/2011,0.42,12578,Italy
542238,6,1/26/2011,2.55,12591,Italy
573508,6,10/31/2011,3.75,12552,Italy
546875,10,3/17/2011,1.65,12514,Italy
572457,20,10/24/2011,2.08,12594,Italy
577609,4,11/21/2011,4.95,12349,Italy
562922,8,8/10/2011,1.95,12594,Italy
C572761,-3,10/26/2011,4.25,12584,Italy
571670,3,10/18/2011,4.95,12611,Italy
571670,200,10/18/2011,0.72,12611,Italy
546875,12,3/17/2011,1.95,12514,Italy
577316,10,11/18/2011,2.08,12578,Italy
555843,2,6/7/2011,7.95,12584,Italy
577809,2,11/22/2011,8.25,12584,Italy
562922,48,8/10/2011,0.75,12594,Italy
541115,6,1/13/2011,2.1,12578,Italy
562528,10,8/5/2011,1.25,12610,Italy
572695,12,10/25/2011,1.65,12610,Italy
577609,12,11/21/2011,1.65,12349,Italy
573508,1,10/31/2011,9.95,12552,Italy
541703,10,1/21/2011,2.1,12594,Italy
546875,6,3/17/2011,4.95,12514,Italy
577316,10,11/18/2011,2.08,12578,Italy
546875,8,3/17/2011,2.25,12514,Italy
572457,6,10/24/2011,2.1,12594,Italy
541115,12,1/13/2011,1.95,12578,Italy
541115,8,1/13/2011,3.75,12578,Italy
C543743,-1,2/11/2011,4.5,12505,Italy
572457,20,10/24/2011,2.08,12594,Italy
578108,12,11/23/2011,3.75,14912,Italy
546875,6,3/17/2011,1.65,12514,Italy
580746,1,12/6/2011,16.95,12584,Italy
539752,12,12/21/2010,1.45,12515,Italy
539752,3,12/21/2010,5.95,12515,Italy
573508,6,10/31/2011,3.75,12552,Italy
577809,4,11/22/2011,3.75,12584,Italy
562528,25,8/5/2011,0.42,12610,Italy
577609,6,11/21/2011,4.25,12349,Italy
546875,10,3/17/2011,1.65,12514,Italy
567478,2,9/20/2011,6.35,12584,Italy
571670,4,10/18/2011,8.5,12611,Italy
541115,12,1/13/2011,1.95,12578,Italy
541115,12,1/13/2011,0.85,12578,Italy
577609,3,11/21/2011,5.95,12349,Italy
571670,4,10/18/2011,3.75,12611,Italy
571670,12,10/18/2011,1.25,12611,Italy
547914,8,3/28/2011,2.25,12594,Italy
577316,12,11/18/2011,3.75,12578,Italy
562922,12,8/10/2011,1.25,12594,Italy
562528,12,8/5/2011,1.65,12610,Italy
562528,12,8/5/2011,1.25,12610,Italy
562528,12,8/5/2011,1.95,12610,Italy
577178,6,11/18/2011,2.95,12618,Italy
571670,6,10/18/2011,2.89,12611,Italy
562922,36,8/10/2011,1.95,12594,Italy
549233,6,4/7/2011,2.95,14912,Italy
C576216,-1,11/14/2011,16.95,12584,Italy
546875,10,3/17/2011,1.65,12514,Italy
577316,4,11/18/2011,14.95,12578,Italy
541115,6,1/13/2011,2.95,12578,Italy
577809,2,11/22/2011,2.95,12584,Italy
577316,12,11/18/2011,2.1,12578,Italy
577178,3,11/18/2011,4.95,12618,Italy
577609,12,11/21/2011,1.65,12349,Italy
541115,8,1/13/2011,4.95,12578,Italy
567478,4,9/20/2011,4.95,12584,Italy
541115,12,1/13/2011,1.25,12578,Italy
571670,4,10/18/2011,4.95,12611,Italy
562528,25,8/5/2011,0.42,12610,Italy
578078,6,11/22/2011,2.95,12586,Italy
546875,10,3/17/2011,1.65,12514,Italy
562528,3,8/5/2011,4.95,12610,Italy
567478,1,9/20/2011,16.95,12584,Italy
570919,6,10/13/2011,4.25,12584,Italy
541115,6,1/13/2011,2.1,12578,Italy
537022,6,12/3/2010,4.25,12725,Italy
561259,2,7/26/2011,16.95,12584,Italy
541115,12,1/13/2011,1.25,12578,Italy
572457,6,10/24/2011,2.95,12594,Italy
571670,6,10/18/2011,2.55,12611,Italy
546875,10,3/17/2011,0.85,12514,Italy
571670,12,10/18/2011,0.85,12611,Italy
562922,12,8/10/2011,2.1,12594,Italy
577609,12,11/21/2011,0.85,12349,Italy
541703,12,1/21/2011,1.45,12594,Italy
577316,12,11/18/2011,1.65,12578,Italy
572695,6,10/25/2011,2.49,12610,Italy
539752,2,12/21/2010,9.95,12515,Italy
562528,12,8/5/2011,1.65,12610,Italy
562528,20,8/5/2011,1.65,12610,Italy
577609,8,11/21/2011,1.65,12349,Italy
572934,4,10/27/2011,40,12610,Italy
541115,6,1/13/2011,2.1,12578,Italy
571670,12,10/18/2011,1.45,12611,Italy
577809,2,11/22/2011,8.25,12584,Italy
571670,24,10/18/2011,0.39,12611,Italy
577609,12,11/21/2011,1.45,12349,Italy
570919,6,10/13/2011,2.95,12584,Italy
577609,12,11/21/2011,1.45,12349,Italy
577178,2,11/18/2011,7.95,12618,Italy
546875,10,3/17/2011,0.85,12514,Italy
546875,12,3/17/2011,1.95,12514,Italy
555107,6,5/31/2011,2.95,12594,Italy
572457,12,10/24/2011,4.95,12594,Italy
537022,12,12/3/2010,1.25,12725,Italy
577609,6,11/21/2011,3.75,12349,Italy
541115,10,1/13/2011,1.65,12578,Italy
577316,7,11/18/2011,28,12578,Italy
547914,6,3/28/2011,4.95,12594,Italy
578108,100,11/23/2011,0.72,14912,Italy
549233,4,4/7/2011,7.95,14912,Italy
537022,6,12/3/2010,1.65,12725,Italy
577178,12,11/18/2011,0.85,12618,Italy
573365,4,10/30/2011,3.75,12584,Italy
562528,24,8/5/2011,1.25,12610,Italy
562528,12,8/5/2011,0.85,12610,Italy
C569949,-1,10/6/2011,6.35,12584,Italy
578078,8,11/22/2011,4.15,12586,Italy
571670,3,10/18/2011,5.45,12611,Italy
567478,3,9/20/2011,4.95,12584,Italy
573365,6,10/30/2011,2.95,12584,Italy
570919,4,10/13/2011,8.25,12584,Italy
577316,4,11/18/2011,4.95,12578,Italy
562528,3,8/5/2011,4.95,12610,Italy
577316,36,11/18/2011,0.65,12578,Italy
541115,12,1/13/2011,0.85,12578,Italy
542238,3,1/26/2011,28,12591,Italy
562528,4,8/5/2011,3.75,12610,Italy
562528,6,8/5/2011,2.55,12610,Italy
567478,2,9/20/2011,8.25,12584,Italy
567478,2,9/20/2011,8.25,12584,Italy
C569949,-1,10/6/2011,4.95,12584,Italy
571670,3,10/18/2011,5.95,12611,Italy
542238,12,1/26/2011,1.25,12591,Italy
562922,12,8/10/2011,4.95,12594,Italy
577316,16,11/18/2011,0.83,12578,Italy
571670,12,10/18/2011,1.65,12611,Italy
541115,12,1/13/2011,0.42,12578,Italy
567478,4,9/20/2011,8.5,12584,Italy
C576216,-3,11/14/2011,4.25,12584,Italy
577609,2,11/21/2011,7.5,12349,Italy
572695,1,10/25/2011,16.95,12610,Italy
550344,96,4/18/2011,1.06,12754,Japan
538397,21,12/12/2010,5.95,12753,Japan
561388,36,7/27/2011,1.65,12753,Japan
566623,24,9/14/2011,0.85,12756,Japan
538397,48,12/12/2010,1.65,12753,Japan
C564138,-1,8/23/2011,3.75,12753,Japan
537218,8,12/5/2010,4.25,12763,Japan
538397,36,12/12/2010,1.65,12753,Japan
557670,432,6/22/2011,0.36,12798,Japan
543518,60,2/9/2011,0.85,12753,Japan
543179,1,2/4/2011,0.29,12754,Japan
561388,48,7/27/2011,0.39,12753,Japan
548993,48,4/5/2011,2.1,12753,Japan
561388,24,7/27/2011,2.55,12753,Japan
543518,50,2/9/2011,3.75,12753,Japan
543518,36,2/9/2011,1.95,12753,Japan
548993,24,4/5/2011,2.55,12753,Japan
C545739,-1,3/7/2011,45.57,12754,Japan
543518,72,2/9/2011,0.36,12753,Japan
C580832,-15,12/6/2011,3.29,12753,Japan
543518,72,2/9/2011,0.36,12753,Japan
553045,96,5/13/2011,0.72,12770,Japan
553045,50,5/13/2011,2.55,12770,Japan
538397,24,12/12/2010,2.95,12753,Japan
576923,120,11/17/2011,1.79,12753,Japan
550344,576,4/18/2011,0.36,12754,Japan
543518,100,2/9/2011,0.72,12753,Japan
576923,32,11/17/2011,0.65,12753,Japan
538397,72,12/12/2010,0.36,12753,Japan
543179,1,2/4/2011,2.95,12754,Japan
561388,60,7/27/2011,1.25,12753,Japan
537218,12,12/5/2010,0.85,12763,Japan
576923,12,11/17/2011,8.95,12753,Japan
543518,100,2/9/2011,1.45,12753,Japan
543518,32,2/9/2011,1.65,12753,Japan
538397,96,12/12/2010,1.25,12753,Japan
538397,48,12/12/2010,0.85,12753,Japan
579498,2040,11/29/2011,1.79,12798,Japan
543179,1,2/4/2011,0.42,12754,Japan
543179,1,2/4/2011,0.42,12754,Japan
548993,48,4/5/2011,8.95,12753,Japan
538397,42,12/12/2010,1.65,12753,Japan
572763,6,10/26/2011,3.25,12812,Japan
543518,100,2/9/2011,0.72,12753,Japan
C545446,-1,3/2/2011,1.45,12753,Japan
C551015,-10,4/26/2011,3.25,12753,Japan
538397,36,12/12/2010,1.95,12753,Japan
537218,12,12/5/2010,0.42,12763,Japan
538397,96,12/12/2010,0.85,12753,Japan
C551015,-4,4/26/2011,2.25,12753,Japan
561388,48,7/27/2011,2.49,12753,Japan
561388,96,7/27/2011,1.45,12753,Japan
548993,36,4/5/2011,1.45,12753,Japan
543179,1,2/4/2011,1.25,12754,Japan
576923,96,11/17/2011,0.42,12753,Japan
550344,576,4/18/2011,0.36,12754,Japan
537218,12,12/5/2010,0.42,12763,Japan
543518,24,2/9/2011,4.95,12753,Japan
543179,1,2/4/2011,1.25,12754,Japan
557670,288,6/22/2011,0.85,12798,Japan
538397,32,12/12/2010,1.65,12753,Japan
538397,40,12/12/2010,2.55,12753,Japan
548993,72,4/5/2011,2.55,12753,Japan
543179,1,2/4/2011,1.25,12754,Japan
543179,1,2/4/2011,3.75,12754,Japan
543179,1,2/4/2011,0.65,12754,Japan
576923,100,11/17/2011,1.95,12753,Japan
548993,50,4/5/2011,0.85,12753,Japan
C551015,-9,4/26/2011,2.55,12753,Japan
543179,1,2/4/2011,0.42,12754,Japan
C580832,-3,12/6/2011,2.55,12753,Japan
548993,72,4/5/2011,1.45,12753,Japan
576923,50,11/17/2011,1.69,12753,Japan
576923,144,11/17/2011,1.45,12753,Japan
548993,96,4/5/2011,0.29,12753,Japan
543179,1,2/4/2011,1.25,12754,Japan
548993,32,4/5/2011,4.95,12753,Japan
545845,1,3/7/2011,0.85,12754,Japan
537899,1488,12/9/2010,2.55,12755,Japan
C540392,-1,1/6/2011,1.95,12753,Japan
543518,30,2/9/2011,2.1,12753,Japan
537218,12,12/5/2010,1.69,12763,Japan
576923,48,11/17/2011,3.75,12753,Japan
543518,96,2/9/2011,0.29,12753,Japan
572869,960,10/26/2011,1.79,12798,Japan
576923,96,11/17/2011,1.65,12753,Japan
545845,1,3/7/2011,0.42,12754,Japan
C545446,-1,3/2/2011,0.72,12753,Japan
543518,32,2/9/2011,2.1,12753,Japan
561388,48,7/27/2011,2.1,12753,Japan
538397,32,12/12/2010,3.75,12753,Japan
543518,96,2/9/2011,1.25,12753,Japan
576923,48,11/17/2011,3.75,12753,Japan
543518,48,2/9/2011,2.55,12753,Japan
557670,96,6/22/2011,0.72,12798,Japan
C551015,-1,4/26/2011,1.25,12753,Japan
538397,60,12/12/2010,1.45,12753,Japan
543518,96,2/9/2011,1.25,12753,Japan
538397,72,12/12/2010,0.36,12753,Japan
543179,1,2/4/2011,2.95,12754,Japan
572763,6,10/26/2011,2.95,12812,Japan
561388,48,7/27/2011,0.85,12753,Japan
561388,96,7/27/2011,0.72,12753,Japan
543518,36,2/9/2011,1.69,12753,Japan
C545446,-2,3/2/2011,4.95,12753,Japan
550344,96,4/18/2011,2.75,12754,Japan
C580832,-2,12/6/2011,1.45,12753,Japan
553045,40,5/13/2011,7.95,12770,Japan
561388,96,7/27/2011,0.29,12753,Japan
572763,8,10/26/2011,1.25,12812,Japan
572763,12,10/26/2011,1.25,12812,Japan
548993,36,4/5/2011,1.65,12753,Japan
538397,48,12/12/2010,2.1,12753,Japan
561388,48,7/27/2011,3.75,12753,Japan
543179,1,2/4/2011,0.85,12754,Japan
561388,50,7/27/2011,1.85,12753,Japan
538397,48,12/12/2010,2.1,12753,Japan
561388,72,7/27/2011,0.39,12753,Japan
543179,1,2/4/2011,1.25,12754,Japan
561388,96,7/27/2011,1.25,12753,Japan
543518,50,2/9/2011,2.55,12753,Japan
538397,60,12/12/2010,1.65,12753,Japan
538397,50,12/12/2010,2.1,12753,Japan
543518,96,2/9/2011,1.45,12753,Japan
C545892,-1,3/7/2011,17.55,12755,Japan
576923,32,11/17/2011,4.15,12753,Japan
561388,48,7/27/2011,1.85,12753,Japan
545845,1,3/7/2011,2.25,12754,Japan
561388,48,7/27/2011,1.65,12753,Japan
538397,20,12/12/2010,4.25,12753,Japan
543518,30,2/9/2011,1.65,12753,Japan
576923,48,11/17/2011,3.25,12753,Japan
537218,6,12/5/2010,2.55,12763,Japan
576923,48,11/17/2011,3.75,12753,Japan
553045,50,5/13/2011,1.65,12770,Japan
537218,24,12/5/2010,1.45,12763,Japan
548993,50,4/5/2011,2.55,12753,Japan
543179,1,2/4/2011,1.25,12754,Japan
543179,1,2/4/2011,0.85,12754,Japan
C545891,-1,3/7/2011,16.05,12754,Japan
548993,24,4/5/2011,2.55,12753,Japan
553045,19,5/13/2011,8.95,12770,Japan
548993,72,4/5/2011,3.25,12753,Japan
572763,24,10/26/2011,0.55,12812,Japan
548993,96,4/5/2011,0.29,12753,Japan
543179,1,2/4/2011,0.42,12754,Japan
543179,1,2/4/2011,1.25,12754,Japan
553045,50,5/13/2011,1.65,12770,Japan
543179,1,2/4/2011,1.65,12754,Japan
543518,108,2/9/2011,1.45,12753,Japan
572763,6,10/26/2011,2.95,12812,Japan
543179,1,2/4/2011,0.42,12754,Japan
548993,36,4/5/2011,2.1,12753,Japan
C540392,-3,1/6/2011,1.25,12753,Japan
538397,72,12/12/2010,0.36,12753,Japan
538397,60,12/12/2010,2.1,12753,Japan
543518,96,2/9/2011,1.25,12753,Japan
543518,48,2/9/2011,2.1,12753,Japan
C540392,-40,1/6/2011,2.55,12753,Japan
548993,24,4/5/2011,4.95,12753,Japan
561388,100,7/27/2011,1.65,12753,Japan
545845,1,3/7/2011,2.25,12754,Japan
543518,48,2/9/2011,0.85,12753,Japan
543518,24,2/9/2011,6.35,12753,Japan
561388,48,7/27/2011,3.25,12753,Japan
543179,1,2/4/2011,0.42,12754,Japan
572763,12,10/26/2011,0.85,12812,Japan
545845,1,3/7/2011,0.42,12754,Japan
572763,12,10/26/2011,0.85,12812,Japan
561388,96,7/27/2011,3.75,12753,Japan
561388,48,7/27/2011,1.25,12753,Japan
545845,1,3/7/2011,0.42,12754,Japan
561388,48,7/27/2011,0.39,12753,Japan
548993,48,4/5/2011,4.25,12753,Japan
576923,192,11/17/2011,1.45,12753,Japan
543518,60,2/9/2011,4.25,12753,Japan
538397,96,12/12/2010,1.06,12753,Japan
537218,24,12/5/2010,1.45,12763,Japan
553045,96,5/13/2011,0.72,12770,Japan
566623,24,9/14/2011,0.42,12756,Japan
543518,96,2/9/2011,1.45,12753,Japan
548993,48,4/5/2011,6.35,12753,Japan
C551015,-1,4/26/2011,0.72,12753,Japan
550344,576,4/18/2011,0.36,12754,Japan
542276,4,1/27/2011,7.95,12764,Lebanon
542276,12,1/27/2011,1.25,12764,Lebanon
542276,12,1/27/2011,4.95,12764,Lebanon
542276,12,1/27/2011,3.75,12764,Lebanon
542276,6,1/27/2011,2.95,12764,Lebanon
542276,4,1/27/2011,14.95,12764,Lebanon
542276,6,1/27/2011,5.95,12764,Lebanon
542276,4,1/27/2011,12.75,12764,Lebanon
542276,15,1/27/2011,4.65,12764,Lebanon
542276,6,1/27/2011,5.95,12764,Lebanon
542276,6,1/27/2011,2.95,12764,Lebanon
542276,24,1/27/2011,0.55,12764,Lebanon
542276,4,1/27/2011,14.95,12764,Lebanon
542276,12,1/27/2011,2.55,12764,Lebanon
542276,6,1/27/2011,2.55,12764,Lebanon
542276,2,1/27/2011,8.5,12764,Lebanon
542276,10,1/27/2011,1.65,12764,Lebanon
542276,8,1/27/2011,4.95,12764,Lebanon
542276,3,1/27/2011,6.45,12764,Lebanon
542276,6,1/27/2011,3.75,12764,Lebanon
542276,12,1/27/2011,1.45,12764,Lebanon
542276,8,1/27/2011,12.75,12764,Lebanon
542276,8,1/27/2011,3.95,12764,Lebanon
542276,12,1/27/2011,1.45,12764,Lebanon
542276,6,1/27/2011,8.5,12764,Lebanon
542276,12,1/27/2011,12.75,12764,Lebanon
542276,6,1/27/2011,2.55,12764,Lebanon
542276,4,1/27/2011,9.95,12764,Lebanon
542276,4,1/27/2011,9.95,12764,Lebanon
542276,12,1/27/2011,1.69,12764,Lebanon
542276,12,1/27/2011,5.95,12764,Lebanon
542276,12,1/27/2011,3.25,12764,Lebanon
542276,12,1/27/2011,2.1,12764,Lebanon
542276,12,1/27/2011,1.25,12764,Lebanon
542276,12,1/27/2011,0.85,12764,Lebanon
542276,6,1/27/2011,2.55,12764,Lebanon
542276,12,1/27/2011,1.25,12764,Lebanon
542276,12,1/27/2011,6.75,12764,Lebanon
542276,2,1/27/2011,6.35,12764,Lebanon
542276,12,1/27/2011,2.95,12764,Lebanon
542276,6,1/27/2011,2.95,12764,Lebanon
542276,4,1/27/2011,8.5,12764,Lebanon
542276,6,1/27/2011,2.1,12764,Lebanon
542276,12,1/27/2011,3.95,12764,Lebanon
542276,8,1/27/2011,12.75,12764,Lebanon
537086,48,12/5/2010,2.55,15332,Lithuania
537081,18,12/5/2010,2.55,15332,Lithuania
537081,24,12/5/2010,1.65,15332,Lithuania
537081,16,12/5/2010,4.25,15332,Lithuania
537081,24,12/5/2010,1.65,15332,Lithuania
537086,12,12/5/2010,3.75,15332,Lithuania
537081,16,12/5/2010,3.75,15332,Lithuania
537081,36,12/5/2010,1.65,15332,Lithuania
537081,8,12/5/2010,1.65,15332,Lithuania
537081,12,12/5/2010,1.65,15332,Lithuania
537081,36,12/5/2010,1.25,15332,Lithuania
537090,12,12/5/2010,1.25,15332,Lithuania
537081,12,12/5/2010,1.25,15332,Lithuania
537081,12,12/5/2010,5.95,15332,Lithuania
537081,12,12/5/2010,1.65,15332,Lithuania
537086,8,12/5/2010,3.75,15332,Lithuania
537081,6,12/5/2010,3.25,15332,Lithuania
537081,36,12/5/2010,1.65,15332,Lithuania
537081,36,12/5/2010,1.25,15332,Lithuania
537081,12,12/5/2010,5.95,15332,Lithuania
537086,24,12/5/2010,1.65,15332,Lithuania
537081,12,12/5/2010,5.95,15332,Lithuania
537086,16,12/5/2010,1.65,15332,Lithuania
537081,16,12/5/2010,3.75,15332,Lithuania
537086,24,12/5/2010,1.65,15332,Lithuania
537081,12,12/5/2010,2.95,15332,Lithuania
537081,16,12/5/2010,3.75,15332,Lithuania
537081,24,12/5/2010,3.39,15332,Lithuania
537086,20,12/5/2010,3.75,15332,Lithuania
537081,6,12/5/2010,3.25,15332,Lithuania
537081,16,12/5/2010,3.75,15332,Lithuania
537827,30,12/8/2010,2.1,15332,Lithuania
537081,6,12/5/2010,3.25,15332,Lithuania
537081,18,12/5/2010,2.55,15332,Lithuania
537086,16,12/5/2010,3.75,15332,Lithuania
555931,6,6/8/2011,2.95,17828,Malta
576897,45,11/17/2011,1.45,17828,Malta
563353,12,8/15/2011,0.42,15480,Malta
563353,4,8/15/2011,4.15,15480,Malta
C557054,-1,6/16/2011,4.25,17828,Malta
563936,8,8/22/2011,2.95,17828,Malta
563353,25,8/15/2011,0.42,15480,Malta
C579929,-1,12/1/2011,1.06,17828,Malta
576897,24,11/17/2011,1.25,17828,Malta
563353,2,8/15/2011,5.95,15480,Malta
C557054,-2,6/16/2011,4.25,17828,Malta
555931,6,6/8/2011,0.85,17828,Malta
555931,3,6/8/2011,5.95,17828,Malta
563936,1,8/22/2011,40,17828,Malta
555931,12,6/8/2011,1.49,17828,Malta
563936,18,8/22/2011,1.45,17828,Malta
555931,12,6/8/2011,1.45,17828,Malta
C578274,-1,11/23/2011,1.06,17828,Malta
555931,12,6/8/2011,2.1,17828,Malta
555931,24,6/8/2011,1.25,17828,Malta
555931,6,6/8/2011,2.1,17828,Malta
563936,6,8/22/2011,2.95,17828,Malta
576897,7,11/17/2011,65,17828,Malta
563353,4,8/15/2011,3.75,15480,Malta
555931,3,6/8/2011,4.95,17828,Malta
563353,2,8/15/2011,7.95,15480,Malta
563353,12,8/15/2011,0.42,15480,Malta
563353,12,8/15/2011,0.42,15480,Malta
555931,4,6/8/2011,3.75,17828,Malta
555931,6,6/8/2011,1.25,17828,Malta
555931,12,6/8/2011,1.65,17828,Malta
555931,12,6/8/2011,1.25,17828,Malta
555931,6,6/8/2011,1.65,17828,Malta
563936,4,8/22/2011,4.25,17828,Malta
576897,12,11/17/2011,1.65,17828,Malta
563353,4,8/15/2011,9.95,15480,Malta
555931,2,6/8/2011,9.95,17828,Malta
563353,12,8/15/2011,1.45,15480,Malta
555931,6,6/8/2011,2.55,17828,Malta
563353,4,8/15/2011,8.5,15480,Malta
563353,4,8/15/2011,3.95,15480,Malta
576897,2,11/17/2011,9.95,17828,Malta
555931,6,6/8/2011,2.55,17828,Malta
563353,8,8/15/2011,1.25,15480,Malta
563353,3,8/15/2011,4.95,15480,Malta
555931,24,6/8/2011,0.29,17828,Malta
555931,12,6/8/2011,1.25,17828,Malta
563353,3,8/15/2011,4.95,15480,Malta
555931,10,6/8/2011,1.25,17828,Malta
563353,12,8/15/2011,1.25,15480,Malta
555931,12,6/8/2011,1.65,17828,Malta
563353,4,8/15/2011,4.15,15480,Malta
C579929,-1,12/1/2011,4.25,17828,Malta
563353,6,8/15/2011,2.95,15480,Malta
555931,4,6/8/2011,4.25,17828,Malta
563353,4,8/15/2011,4.25,15480,Malta
563936,12,8/22/2011,1.45,17828,Malta
555931,4,6/8/2011,4.25,17828,Malta
563353,12,8/15/2011,1.65,15480,Malta
555931,2,6/8/2011,9.95,17828,Malta
555931,4,6/8/2011,4.95,17828,Malta
563353,12,8/15/2011,0.19,15480,Malta
555931,8,6/8/2011,1.45,17828,Malta
563353,8,8/15/2011,1.25,15480,Malta
555931,4,6/8/2011,4.25,17828,Malta
555931,4,6/8/2011,40,17828,Malta
C578274,-3,11/23/2011,1.45,17828,Malta
C578274,-1,11/23/2011,1.25,17828,Malta
576897,2,11/17/2011,9.95,17828,Malta
555931,18,6/8/2011,1.45,17828,Malta
555931,2,6/8/2011,2.95,17828,Malta
563353,2,8/15/2011,15.95,15480,Malta
555931,12,6/8/2011,1.25,17828,Malta
555931,2,6/8/2011,6.95,17828,Malta
555931,24,6/8/2011,0.29,17828,Malta
563353,6,8/15/2011,2.95,15480,Malta
576897,12,11/17/2011,1.06,17828,Malta
555931,4,6/8/2011,4.25,17828,Malta
C578274,-2,11/23/2011,9.95,17828,Malta
576897,2,11/17/2011,9.95,17828,Malta
563936,12,8/22/2011,1.45,17828,Malta
563353,6,8/15/2011,2.95,15480,Malta
563353,12,8/15/2011,1.65,15480,Malta
563353,8,8/15/2011,1.25,15480,Malta
557668,24,6/22/2011,1.25,17828,Malta
C576898,-2,11/17/2011,65,17828,Malta
563353,6,8/15/2011,2.95,15480,Malta
C579929,-1,12/1/2011,1.25,17828,Malta
563353,2,8/15/2011,7.95,15480,Malta
