,InvoiceNo,Quantity,InvoiceDate,Price,CustomerID,Country
2438,562032,24,8/2/2011,0.55,12347,Iceland
2439,563613,12,8/18/2011,1.25,12688,Israel
2440,563613,12,8/18/2011,1.25,12688,Israel
2441,559948,48,7/14/2011,3.75,12653,Israel
2442,563613,12,8/18/2011,0.85,12688,Israel
2443,563613,6,8/18/2011,4.25,12688,Israel
2444,563613,24,8/18/2011,0.65,12688,Israel
2445,563613,4,8/18/2011,8.25,12688,Israel
2446,563613,24,8/18/2011,0.85,12688,Israel
2447,569527,2,10/4/2011,1.25,12512,Israel
2448,563613,3,8/18/2011,5.95,12688,Israel
2449,563613,6,8/18/2011,2.55,12688,Israel
2450,563613,6,8/18/2011,3.25,12688,Israel
2451,559948,20,7/14/2011,0.85,12653,Israel
2452,563613,10,8/18/2011,2.08,12688,Israel
2453,569527,1,10/4/2011,1.65,12512,Israel
2454,569527,1,10/4/2011,7.95,12512,Israel
2455,563613,24,8/18/2011,0.85,12688,Israel
2456,559948,6,7/14/2011,4.95,12653,Israel
2457,559948,24,7/14/2011,1.25,12653,Israel
2458,559948,12,7/14/2011,4.95,12653,Israel
2459,569527,1,10/4/2011,1.45,12512,Israel
2460,563613,24,8/18/2011,0.12,12688,Israel
2461,563613,48,8/18/2011,1.45,12688,Israel
2462,544108,12,2/16/2011,1.95,12653,Israel
2463,569527,1,10/4/2011,1.65,12512,Israel
2464,563613,24,8/18/2011,0.55,12688,Israel
2465,563613,3,8/18/2011,4.95,12688,Israel
2466,544108,12,2/16/2011,7.65,12653,Israel
2467,563613,2,8/18/2011,8.5,12688,Israel
2468,563613,100,8/18/2011,0.72,12688,Israel
2469,563613,24,8/18/2011,0.55,12688,Israel
2470,563613,2,8/18/2011,7.5,12688,Israel
2471,563613,12,8/18/2011,1.65,12688,Israel
2472,563613,100,8/18/2011,0.72,12688,Israel
2473,563613,12,8/18/2011,4.95,12688,Israel
2474,563613,4,8/18/2011,4.15,12688,Israel
2475,563613,48,8/18/2011,1.45,12688,Israel
2476,559948,24,7/14/2011,1.25,12653,Israel
2477,563613,6,8/18/2011,4.95,12688,Israel
2478,563613,24,8/18/2011,0.55,12688,Israel
2479,563613,36,8/18/2011,2.95,12688,Israel
2480,563613,12,8/18/2011,0.65,12688,Israel
2481,563613,36,8/18/2011,0.12,12688,Israel
2482,563613,12,8/18/2011,1.25,12688,Israel
2483,563613,30,8/18/2011,2.55,12688,Israel
2484,569527,25,10/4/2011,0.42,12512,Israel
2485,563613,24,8/18/2011,0.79,12688,Israel
2486,569527,1,10/4/2011,2.95,12512,Israel
2487,563613,4,8/18/2011,4.95,12688,Israel
2488,569527,1,10/4/2011,1.45,12512,Israel
2489,544108,12,2/16/2011,7.65,12653,Israel
2490,563613,25,8/18/2011,0.42,12688,Israel
2491,563613,72,8/18/2011,0.42,12688,Israel
2492,569527,1,10/4/2011,4.15,12512,Israel
2493,544108,10,2/16/2011,0.85,12653,Israel
2494,544108,48,2/16/2011,2.55,12653,Israel
2495,569527,1,10/4/2011,1.45,12512,Israel
2496,559948,36,7/14/2011,0.85,12653,Israel
2497,563613,24,8/18/2011,0.55,12688,Israel
2498,563613,2,8/18/2011,11.95,12688,Israel
2499,563613,25,8/18/2011,0.42,12688,Israel
2500,569527,2,10/4/2011,2.95,12512,Israel
2501,563613,12,8/18/2011,0.83,12688,Israel
2502,563613,4,8/18/2011,8.25,12688,Israel
2503,563613,25,8/18/2011,0.42,12688,Israel
2504,563613,12,8/18/2011,6.35,12688,Israel
2505,563613,60,8/18/2011,1.25,12688,Israel
2506,563613,5,8/18/2011,2.1,12688,Israel
2507,563613,20,8/18/2011,1.65,12688,Israel
2508,563613,24,8/18/2011,1.25,12688,Israel
2509,544108,36,2/16/2011,1.25,12653,Israel
2510,569527,1,10/4/2011,4.25,12512,Israel
2511,563613,4,8/18/2011,3.75,12688,Israel
2512,563613,25,8/18/2011,0.42,12688,Israel
2513,563613,16,8/18/2011,0.85,12688,Israel
2514,563613,10,8/18/2011,2.08,12688,Israel
2515,563613,24,8/18/2011,0.19,12688,Israel
2516,563613,12,8/18/2011,0.65,12688,Israel
2517,563613,10,8/18/2011,2.1,12688,Israel
2518,569527,1,10/4/2011,4.95,12512,Israel
2519,544108,24,2/16/2011,0.85,12653,Israel
2520,563613,24,8/18/2011,1.25,12688,Israel
2521,569527,1,10/4/2011,1.25,12512,Israel
2522,563613,10,8/18/2011,2.08,12688,Israel
2523,569527,1,10/4/2011,1.65,12512,Israel
2524,563613,10,8/18/2011,2.08,12688,Israel
2525,544108,10,2/16/2011,0.85,12653,Israel
2526,563613,24,8/18/2011,0.85,12688,Israel
2527,563613,24,8/18/2011,1.25,12688,Israel
2528,563613,10,8/18/2011,1.65,12688,Israel
2529,563613,4,8/18/2011,8.5,12688,Israel
2530,544108,12,2/16/2011,1.65,12653,Israel
2531,563613,36,8/18/2011,0.19,12688,Israel
2532,563613,8,8/18/2011,1.25,12688,Israel
2533,563613,36,8/18/2011,0.19,12688,Israel
2534,563613,12,8/18/2011,4.95,12688,Israel
2535,563613,1,8/18/2011,35.95,12688,Israel
2536,563613,4,8/18/2011,8.5,12688,Israel
2537,563613,6,8/18/2011,2.95,12688,Israel
2538,563613,12,8/18/2011,2.95,12688,Israel
2539,563613,24,8/18/2011,1.69,12688,Israel
2540,563613,4,8/18/2011,7.95,12688,Israel
2541,559948,12,7/14/2011,7.65,12653,Israel
2542,563613,8,8/18/2011,1.25,12688,Israel
2543,563613,60,8/18/2011,0.79,12688,Israel
2544,563613,24,8/18/2011,1.25,12688,Israel
2545,563613,20,8/18/2011,0.42,12688,Israel
2546,559948,24,7/14/2011,1.25,12653,Israel
2547,569527,1,10/4/2011,1.65,12512,Israel
2548,563613,8,8/18/2011,2.55,12688,Israel
2549,559948,20,7/14/2011,1.65,12653,Israel
2550,563613,24,8/18/2011,0.85,12688,Israel
2551,563613,2,8/18/2011,9.95,12688,Israel
2552,563613,1,8/18/2011,16.95,12688,Israel
2553,563613,8,8/18/2011,2.55,12688,Israel
2554,563613,48,8/18/2011,2.55,12688,Israel
2555,569527,1,10/4/2011,4.95,12512,Israel
2556,569527,1,10/4/2011,2.55,12512,Israel
2557,563613,4,8/18/2011,9.95,12688,Israel
2558,563613,36,8/18/2011,0.19,12688,Israel
2559,563613,12,8/18/2011,1.45,12688,Israel
2560,563613,24,8/18/2011,0.85,12688,Israel
2561,563613,24,8/18/2011,0.12,12688,Israel
2562,563613,12,8/18/2011,1.65,12688,Israel
2563,563613,8,8/18/2011,0.83,12688,Israel
2564,569527,1,10/4/2011,1.25,12512,Israel
2565,563613,12,8/18/2011,0.85,12688,Israel
2566,563613,10,8/18/2011,0.85,12688,Israel
2567,544108,10,2/16/2011,0.85,12653,Israel
2568,563613,8,8/18/2011,12.75,12688,Israel
2569,563613,24,8/18/2011,0.55,12688,Israel
2570,563613,10,8/18/2011,1.25,12688,Israel
2571,563613,12,8/18/2011,0.85,12688,Israel
2572,563613,48,8/18/2011,0.29,12688,Israel
2573,563613,25,8/18/2011,0.42,12688,Israel
2574,563613,60,8/18/2011,1.25,12688,Israel
2575,563613,2,8/18/2011,6.25,12688,Israel
2576,563613,4,8/18/2011,12.75,12688,Israel
2577,563613,8,8/18/2011,0.83,12688,Israel
2578,544108,12,2/16/2011,1.95,12653,Israel
2579,563613,24,8/18/2011,0.85,12688,Israel
2580,559948,24,7/14/2011,0.83,12653,Israel
2581,563613,8,8/18/2011,1.25,12688,Israel
2582,563613,8,8/18/2011,1.25,12688,Israel
2583,563613,12,8/18/2011,1.45,12688,Israel
2584,559948,10,7/14/2011,0.85,12653,Israel
2585,563613,12,8/18/2011,3.75,12688,Israel
2586,563613,12,8/18/2011,1.25,12688,Israel
2587,563613,16,8/18/2011,0.85,12688,Israel
2588,544108,6,2/16/2011,1.95,12653,Israel
2589,569527,1,10/4/2011,3.75,12512,Israel
2590,563613,24,8/18/2011,0.85,12688,Israel
2591,563613,6,8/18/2011,4.95,12688,Israel
2592,C539037,-24,12/15/2010,3.81,12666,Israel
2593,569527,12,10/4/2011,0.65,12512,Israel
2594,569527,1,10/4/2011,3.75,12512,Israel
2595,563613,6,8/18/2011,3.25,12688,Israel
2596,563613,24,8/18/2011,0.85,12688,Israel
2597,546875,4,3/17/2011,7.95,12514,Italy
2598,555107,12,5/31/2011,2.95,12594,Italy
2599,544399,1,2/18/2011,28.0,12594,Italy
2600,572457,6,10/24/2011,2.95,12594,Italy
2601,572457,12,10/24/2011,6.75,12594,Italy
2602,C579785,-2,11/30/2011,4.95,12584,Italy
2603,573508,1,10/31/2011,14.95,12552,Italy
2604,562528,12,8/5/2011,1.25,12610,Italy
2605,546875,10,3/17/2011,0.85,12514,Italy
2606,564476,12,8/25/2011,1.25,12610,Italy
2607,541115,7,1/13/2011,28.0,12578,Italy
2608,577316,16,11/18/2011,1.25,12578,Italy
2609,546875,12,3/17/2011,0.85,12514,Italy
2610,580746,6,12/6/2011,2.95,12584,Italy
2611,577609,2,11/21/2011,6.25,12349,Italy
2612,567478,6,9/20/2011,4.25,12584,Italy
2613,C558439,-1,6/29/2011,16.95,12584,Italy
2614,541115,18,1/13/2011,1.65,12578,Italy
2615,550606,96,4/19/2011,0.39,12594,Italy
2616,572457,10,10/24/2011,2.08,12594,Italy
2617,542238,6,1/26/2011,1.95,12591,Italy
2618,541115,3,1/13/2011,4.95,12578,Italy
2619,562528,6,8/5/2011,2.95,12610,Italy
2620,C576199,-1,11/14/2011,1.95,12610,Italy
2621,539752,6,12/21/2010,2.95,12515,Italy
2622,539752,12,12/21/2010,0.75,12515,Italy
2623,549233,72,4/7/2011,0.85,14912,Italy
2624,572695,2,10/25/2011,7.95,12610,Italy
2625,546875,10,3/17/2011,1.65,12514,Italy
2626,541115,12,1/13/2011,0.85,12578,Italy
2627,C569949,-2,10/6/2011,4.95,12584,Italy
2628,555843,2,6/7/2011,7.95,12584,Italy
2629,545664,2,3/4/2011,9.95,12584,Italy
2630,562528,3,8/5/2011,4.95,12610,Italy
2631,577809,4,11/22/2011,4.25,12584,Italy
2632,537022,2,12/3/2010,28.0,12725,Italy
2633,573508,25,10/31/2011,0.42,12552,Italy
2634,562922,24,8/10/2011,0.29,12594,Italy
2635,541115,12,1/13/2011,1.25,12578,Italy
2636,577609,12,11/21/2011,0.65,12349,Italy
2637,541115,6,1/13/2011,3.25,12578,Italy
2638,577316,6,11/18/2011,2.95,12578,Italy
2639,577316,24,11/18/2011,0.42,12578,Italy
2640,542238,6,1/26/2011,2.55,12591,Italy
2641,573508,6,10/31/2011,3.75,12552,Italy
2642,546875,10,3/17/2011,1.65,12514,Italy
2643,572457,20,10/24/2011,2.08,12594,Italy
2644,577609,4,11/21/2011,4.95,12349,Italy
2645,562922,8,8/10/2011,1.95,12594,Italy
2646,C572761,-3,10/26/2011,4.25,12584,Italy
2647,571670,3,10/18/2011,4.95,12611,Italy
2648,571670,200,10/18/2011,0.72,12611,Italy
2649,546875,12,3/17/2011,1.95,12514,Italy
2650,577316,10,11/18/2011,2.08,12578,Italy
2651,555843,2,6/7/2011,7.95,12584,Italy
2652,577809,2,11/22/2011,8.25,12584,Italy
2653,562922,48,8/10/2011,0.75,12594,Italy
2654,541115,6,1/13/2011,2.1,12578,Italy
2655,562528,10,8/5/2011,1.25,12610,Italy
2656,572695,12,10/25/2011,1.65,12610,Italy
2657,577609,12,11/21/2011,1.65,12349,Italy
2658,573508,1,10/31/2011,9.95,12552,Italy
2659,541703,10,1/21/2011,2.1,12594,Italy
2660,546875,6,3/17/2011,4.95,12514,Italy
2661,577316,10,11/18/2011,2.08,12578,Italy
2662,546875,8,3/17/2011,2.25,12514,Italy
2663,572457,6,10/24/2011,2.1,12594,Italy
2664,541115,12,1/13/2011,1.95,12578,Italy
2665,541115,8,1/13/2011,3.75,12578,Italy
2666,C543743,-1,2/11/2011,4.5,12505,Italy
2667,572457,20,10/24/2011,2.08,12594,Italy
2668,578108,12,11/23/2011,3.75,14912,Italy
2669,546875,6,3/17/2011,1.65,12514,Italy
2670,580746,1,12/6/2011,16.95,12584,Italy
2671,539752,12,12/21/2010,1.45,12515,Italy
2672,539752,3,12/21/2010,5.95,12515,Italy
2673,573508,6,10/31/2011,3.75,12552,Italy
2674,577809,4,11/22/2011,3.75,12584,Italy
2675,562528,25,8/5/2011,0.42,12610,Italy
2676,577609,6,11/21/2011,4.25,12349,Italy
2677,546875,10,3/17/2011,1.65,12514,Italy
2678,567478,2,9/20/2011,6.35,12584,Italy
2679,571670,4,10/18/2011,8.5,12611,Italy
2680,541115,12,1/13/2011,1.95,12578,Italy
2681,541115,12,1/13/2011,0.85,12578,Italy
2682,577609,3,11/21/2011,5.95,12349,Italy
2683,571670,4,10/18/2011,3.75,12611,Italy
2684,571670,12,10/18/2011,1.25,12611,Italy
2685,547914,8,3/28/2011,2.25,12594,Italy
2686,577316,12,11/18/2011,3.75,12578,Italy
2687,562922,12,8/10/2011,1.25,12594,Italy
2688,562528,12,8/5/2011,1.65,12610,Italy
2689,562528,12,8/5/2011,1.25,12610,Italy
2690,562528,12,8/5/2011,1.95,12610,Italy
2691,577178,6,11/18/2011,2.95,12618,Italy
2692,571670,6,10/18/2011,2.89,12611,Italy
2693,562922,36,8/10/2011,1.95,12594,Italy
2694,549233,6,4/7/2011,2.95,14912,Italy
2695,C576216,-1,11/14/2011,16.95,12584,Italy
2696,546875,10,3/17/2011,1.65,12514,Italy
2697,577316,4,11/18/2011,14.95,12578,Italy
2698,541115,6,1/13/2011,2.95,12578,Italy
2699,577809,2,11/22/2011,2.95,12584,Italy
2700,577316,12,11/18/2011,2.1,12578,Italy
2701,577178,3,11/18/2011,4.95,12618,Italy
2702,577609,12,11/21/2011,1.65,12349,Italy
2703,541115,8,1/13/2011,4.95,12578,Italy
2704,567478,4,9/20/2011,4.95,12584,Italy
2705,541115,12,1/13/2011,1.25,12578,Italy
2706,571670,4,10/18/2011,4.95,12611,Italy
2707,562528,25,8/5/2011,0.42,12610,Italy
2708,578078,6,11/22/2011,2.95,12586,Italy
2709,546875,10,3/17/2011,1.65,12514,Italy
2710,562528,3,8/5/2011,4.95,12610,Italy
2711,567478,1,9/20/2011,16.95,12584,Italy
2712,570919,6,10/13/2011,4.25,12584,Italy
2713,541115,6,1/13/2011,2.1,12578,Italy
2714,537022,6,12/3/2010,4.25,12725,Italy
2715,561259,2,7/26/2011,16.95,12584,Italy
2716,541115,12,1/13/2011,1.25,12578,Italy
2717,572457,6,10/24/2011,2.95,12594,Italy
2718,571670,6,10/18/2011,2.55,12611,Italy
2719,546875,10,3/17/2011,0.85,12514,Italy
2720,571670,12,10/18/2011,0.85,12611,Italy
2721,562922,12,8/10/2011,2.1,12594,Italy
2722,577609,12,11/21/2011,0.85,12349,Italy
2723,541703,12,1/21/2011,1.45,12594,Italy
2724,577316,12,11/18/2011,1.65,12578,Italy
2725,572695,6,10/25/2011,2.49,12610,Italy
2726,539752,2,12/21/2010,9.95,12515,Italy
2727,562528,12,8/5/2011,1.65,12610,Italy
2728,562528,20,8/5/2011,1.65,12610,Italy
2729,577609,8,11/21/2011,1.65,12349,Italy
2730,572934,4,10/27/2011,40.0,12610,Italy
2731,541115,6,1/13/2011,2.1,12578,Italy
2732,571670,12,10/18/2011,1.45,12611,Italy
2733,577809,2,11/22/2011,8.25,12584,Italy
2734,571670,24,10/18/2011,0.39,12611,Italy
2735,577609,12,11/21/2011,1.45,12349,Italy
2736,570919,6,10/13/2011,2.95,12584,Italy
2737,577609,12,11/21/2011,1.45,12349,Italy
2738,577178,2,11/18/2011,7.95,12618,Italy
2739,546875,10,3/17/2011,0.85,12514,Italy
2740,546875,12,3/17/2011,1.95,12514,Italy
2741,555107,6,5/31/2011,2.95,12594,Italy
2742,572457,12,10/24/2011,4.95,12594,Italy
2743,537022,12,12/3/2010,1.25,12725,Italy
2744,577609,6,11/21/2011,3.75,12349,Italy
2745,541115,10,1/13/2011,1.65,12578,Italy
2746,577316,7,11/18/2011,28.0,12578,Italy
2747,547914,6,3/28/2011,4.95,12594,Italy
2748,578108,100,11/23/2011,0.72,14912,Italy
2749,549233,4,4/7/2011,7.95,14912,Italy
2750,537022,6,12/3/2010,1.65,12725,Italy
2751,577178,12,11/18/2011,0.85,12618,Italy
2752,573365,4,10/30/2011,3.75,12584,Italy
2753,562528,24,8/5/2011,1.25,12610,Italy
2754,562528,12,8/5/2011,0.85,12610,Italy
2755,C569949,-1,10/6/2011,6.35,12584,Italy
2756,578078,8,11/22/2011,4.15,12586,Italy
2757,571670,3,10/18/2011,5.45,12611,Italy
2758,567478,3,9/20/2011,4.95,12584,Italy
2759,573365,6,10/30/2011,2.95,12584,Italy
2760,570919,4,10/13/2011,8.25,12584,Italy
2761,577316,4,11/18/2011,4.95,12578,Italy
2762,562528,3,8/5/2011,4.95,12610,Italy
2763,577316,36,11/18/2011,0.65,12578,Italy
2764,541115,12,1/13/2011,0.85,12578,Italy
2765,542238,3,1/26/2011,28.0,12591,Italy
2766,562528,4,8/5/2011,3.75,12610,Italy
2767,562528,6,8/5/2011,2.55,12610,Italy
2768,567478,2,9/20/2011,8.25,12584,Italy
2769,567478,2,9/20/2011,8.25,12584,Italy
2770,C569949,-1,10/6/2011,4.95,12584,Italy
2771,571670,3,10/18/2011,5.95,12611,Italy
2772,542238,12,1/26/2011,1.25,12591,Italy
2773,562922,12,8/10/2011,4.95,12594,Italy
2774,577316,16,11/18/2011,0.83,12578,Italy
2775,571670,12,10/18/2011,1.65,12611,Italy
2776,541115,12,1/13/2011,0.42,12578,Italy
2777,567478,4,9/20/2011,8.5,12584,Italy
2778,C576216,-3,11/14/2011,4.25,12584,Italy
2779,577609,2,11/21/2011,7.5,12349,Italy
2780,572695,1,10/25/2011,16.95,12610,Italy
2781,550344,96,4/18/2011,1.06,12754,Japan
2782,538397,21,12/12/2010,5.95,12753,Japan
2783,561388,36,7/27/2011,1.65,12753,Japan
2784,566623,24,9/14/2011,0.85,12756,Japan
2785,538397,48,12/12/2010,1.65,12753,Japan
2786,C564138,-1,8/23/2011,3.75,12753,Japan
2787,537218,8,12/5/2010,4.25,12763,Japan
2788,538397,36,12/12/2010,1.65,12753,Japan
2789,557670,432,6/22/2011,0.36,12798,Japan
2790,543518,60,2/9/2011,0.85,12753,Japan
2791,543179,1,2/4/2011,0.29,12754,Japan
2792,561388,48,7/27/2011,0.39,12753,Japan
2793,548993,48,4/5/2011,2.1,12753,Japan
2794,561388,24,7/27/2011,2.55,12753,Japan
2795,543518,50,2/9/2011,3.75,12753,Japan
2796,543518,36,2/9/2011,1.95,12753,Japan
2797,548993,24,4/5/2011,2.55,12753,Japan
2798,C545739,-1,3/7/2011,45.57,12754,Japan
2799,543518,72,2/9/2011,0.36,12753,Japan
2800,C580832,-15,12/6/2011,3.29,12753,Japan
2801,543518,72,2/9/2011,0.36,12753,Japan
2802,553045,96,5/13/2011,0.72,12770,Japan
2803,553045,50,5/13/2011,2.55,12770,Japan
2804,538397,24,12/12/2010,2.95,12753,Japan
2805,576923,120,11/17/2011,1.79,12753,Japan
2806,550344,576,4/18/2011,0.36,12754,Japan
2807,543518,100,2/9/2011,0.72,12753,Japan
2808,576923,32,11/17/2011,0.65,12753,Japan
2809,538397,72,12/12/2010,0.36,12753,Japan
2810,543179,1,2/4/2011,2.95,12754,Japan
2811,561388,60,7/27/2011,1.25,12753,Japan
2812,537218,12,12/5/2010,0.85,12763,Japan
2813,576923,12,11/17/2011,8.95,12753,Japan
2814,543518,100,2/9/2011,1.45,12753,Japan
2815,543518,32,2/9/2011,1.65,12753,Japan
2816,538397,96,12/12/2010,1.25,12753,Japan
2817,538397,48,12/12/2010,0.85,12753,Japan
2818,579498,2040,11/29/2011,1.79,12798,Japan
2819,543179,1,2/4/2011,0.42,12754,Japan
2820,543179,1,2/4/2011,0.42,12754,Japan
2821,548993,48,4/5/2011,8.95,12753,Japan
2822,538397,42,12/12/2010,1.65,12753,Japan
2823,572763,6,10/26/2011,3.25,12812,Japan
2824,543518,100,2/9/2011,0.72,12753,Japan
2825,C545446,-1,3/2/2011,1.45,12753,Japan
2826,C551015,-10,4/26/2011,3.25,12753,Japan
2827,538397,36,12/12/2010,1.95,12753,Japan
2828,537218,12,12/5/2010,0.42,12763,Japan
2829,538397,96,12/12/2010,0.85,12753,Japan
2830,C551015,-4,4/26/2011,2.25,12753,Japan
2831,561388,48,7/27/2011,2.49,12753,Japan
2832,561388,96,7/27/2011,1.45,12753,Japan
2833,548993,36,4/5/2011,1.45,12753,Japan
2834,543179,1,2/4/2011,1.25,12754,Japan
2835,576923,96,11/17/2011,0.42,12753,Japan
2836,550344,576,4/18/2011,0.36,12754,Japan
2837,537218,12,12/5/2010,0.42,12763,Japan
2838,543518,24,2/9/2011,4.95,12753,Japan
2839,543179,1,2/4/2011,1.25,12754,Japan
2840,557670,288,6/22/2011,0.85,12798,Japan
2841,538397,32,12/12/2010,1.65,12753,Japan
2842,538397,40,12/12/2010,2.55,12753,Japan
2843,548993,72,4/5/2011,2.55,12753,Japan
2844,543179,1,2/4/2011,1.25,12754,Japan
2845,543179,1,2/4/2011,3.75,12754,Japan
2846,543179,1,2/4/2011,0.65,12754,Japan
2847,576923,100,11/17/2011,1.95,12753,Japan
2848,548993,50,4/5/2011,0.85,12753,Japan
2849,C551015,-9,4/26/2011,2.55,12753,Japan
2850,543179,1,2/4/2011,0.42,12754,Japan
2851,C580832,-3,12/6/2011,2.55,12753,Japan
2852,548993,72,4/5/2011,1.45,12753,Japan
2853,576923,50,11/17/2011,1.69,12753,Japan
2854,576923,144,11/17/2011,1.45,12753,Japan
2855,548993,96,4/5/2011,0.29,12753,Japan
2856,543179,1,2/4/2011,1.25,12754,Japan
2857,548993,32,4/5/2011,4.95,12753,Japan
2858,545845,1,3/7/2011,0.85,12754,Japan
2859,537899,1488,12/9/2010,2.55,12755,Japan
2860,C540392,-1,1/6/2011,1.95,12753,Japan
2861,543518,30,2/9/2011,2.1,12753,Japan
2862,537218,12,12/5/2010,1.69,12763,Japan
2863,576923,48,11/17/2011,3.75,12753,Japan
2864,543518,96,2/9/2011,0.29,12753,Japan
2865,572869,960,10/26/2011,1.79,12798,Japan
2866,576923,96,11/17/2011,1.65,12753,Japan
2867,545845,1,3/7/2011,0.42,12754,Japan
2868,C545446,-1,3/2/2011,0.72,12753,Japan
2869,543518,32,2/9/2011,2.1,12753,Japan
2870,561388,48,7/27/2011,2.1,12753,Japan
2871,538397,32,12/12/2010,3.75,12753,Japan
2872,543518,96,2/9/2011,1.25,12753,Japan
2873,576923,48,11/17/2011,3.75,12753,Japan
2874,543518,48,2/9/2011,2.55,12753,Japan
2875,557670,96,6/22/2011,0.72,12798,Japan
2876,C551015,-1,4/26/2011,1.25,12753,Japan
2877,538397,60,12/12/2010,1.45,12753,Japan
2878,543518,96,2/9/2011,1.25,12753,Japan
2879,538397,72,12/12/2010,0.36,12753,Japan
2880,543179,1,2/4/2011,2.95,12754,Japan
2881,572763,6,10/26/2011,2.95,12812,Japan
2882,561388,48,7/27/2011,0.85,12753,Japan
2883,561388,96,7/27/2011,0.72,12753,Japan
2884,543518,36,2/9/2011,1.69,12753,Japan
2885,C545446,-2,3/2/2011,4.95,12753,Japan
2886,550344,96,4/18/2011,2.75,12754,Japan
2887,C580832,-2,12/6/2011,1.45,12753,Japan
2888,553045,40,5/13/2011,7.95,12770,Japan
2889,561388,96,7/27/2011,0.29,12753,Japan
2890,572763,8,10/26/2011,1.25,12812,Japan
2891,572763,12,10/26/2011,1.25,12812,Japan
2892,548993,36,4/5/2011,1.65,12753,Japan
2893,538397,48,12/12/2010,2.1,12753,Japan
2894,561388,48,7/27/2011,3.75,12753,Japan
2895,543179,1,2/4/2011,0.85,12754,Japan
2896,561388,50,7/27/2011,1.85,12753,Japan
2897,538397,48,12/12/2010,2.1,12753,Japan
2898,561388,72,7/27/2011,0.39,12753,Japan
2899,543179,1,2/4/2011,1.25,12754,Japan
2900,561388,96,7/27/2011,1.25,12753,Japan
2901,543518,50,2/9/2011,2.55,12753,Japan
2902,538397,60,12/12/2010,1.65,12753,Japan
2903,538397,50,12/12/2010,2.1,12753,Japan
2904,543518,96,2/9/2011,1.45,12753,Japan
2905,C545892,-1,3/7/2011,17.55,12755,Japan
2906,576923,32,11/17/2011,4.15,12753,Japan
2907,561388,48,7/27/2011,1.85,12753,Japan
2908,545845,1,3/7/2011,2.25,12754,Japan
2909,561388,48,7/27/2011,1.65,12753,Japan
2910,538397,20,12/12/2010,4.25,12753,Japan
2911,543518,30,2/9/2011,1.65,12753,Japan
2912,576923,48,11/17/2011,3.25,12753,Japan
2913,537218,6,12/5/2010,2.55,12763,Japan
2914,576923,48,11/17/2011,3.75,12753,Japan
2915,553045,50,5/13/2011,1.65,12770,Japan
2916,537218,24,12/5/2010,1.45,12763,Japan
2917,548993,50,4/5/2011,2.55,12753,Japan
2918,543179,1,2/4/2011,1.25,12754,Japan
2919,543179,1,2/4/2011,0.85,12754,Japan
2920,C545891,-1,3/7/2011,16.05,12754,Japan
2921,548993,24,4/5/2011,2.55,12753,Japan
2922,553045,19,5/13/2011,8.95,12770,Japan
2923,548993,72,4/5/2011,3.25,12753,Japan
2924,572763,24,10/26/2011,0.55,12812,Japan
2925,548993,96,4/5/2011,0.29,12753,Japan
2926,543179,1,2/4/2011,0.42,12754,Japan
2927,543179,1,2/4/2011,1.25,12754,Japan
2928,553045,50,5/13/2011,1.65,12770,Japan
2929,543179,1,2/4/2011,1.65,12754,Japan
2930,543518,108,2/9/2011,1.45,12753,Japan
2931,572763,6,10/26/2011,2.95,12812,Japan
2932,543179,1,2/4/2011,0.42,12754,Japan
2933,548993,36,4/5/2011,2.1,12753,Japan
2934,C540392,-3,1/6/2011,1.25,12753,Japan
2935,538397,72,12/12/2010,0.36,12753,Japan
2936,538397,60,12/12/2010,2.1,12753,Japan
2937,543518,96,2/9/2011,1.25,12753,Japan
2938,543518,48,2/9/2011,2.1,12753,Japan
2939,C540392,-40,1/6/2011,2.55,12753,Japan
2940,548993,24,4/5/2011,4.95,12753,Japan
2941,561388,100,7/27/2011,1.65,12753,Japan
2942,545845,1,3/7/2011,2.25,12754,Japan
2943,543518,48,2/9/2011,0.85,12753,Japan
2944,543518,24,2/9/2011,6.35,12753,Japan
2945,561388,48,7/27/2011,3.25,12753,Japan
2946,543179,1,2/4/2011,0.42,12754,Japan
2947,572763,12,10/26/2011,0.85,12812,Japan
2948,545845,1,3/7/2011,0.42,12754,Japan
2949,572763,12,10/26/2011,0.85,12812,Japan
2950,561388,96,7/27/2011,3.75,12753,Japan
2951,561388,48,7/27/2011,1.25,12753,Japan
2952,545845,1,3/7/2011,0.42,12754,Japan
2953,561388,48,7/27/2011,0.39,12753,Japan
2954,548993,48,4/5/2011,4.25,12753,Japan
2955,576923,192,11/17/2011,1.45,12753,Japan
2956,543518,60,2/9/2011,4.25,12753,Japan
2957,538397,96,12/12/2010,1.06,12753,Japan
2958,537218,24,12/5/2010,1.45,12763,Japan
2959,553045,96,5/13/2011,0.72,12770,Japan
2960,566623,24,9/14/2011,0.42,12756,Japan
2961,543518,96,2/9/2011,1.45,12753,Japan
2962,548993,48,4/5/2011,6.35,12753,Japan
2963,C551015,-1,4/26/2011,0.72,12753,Japan
2964,550344,576,4/18/2011,0.36,12754,Japan
2965,542276,4,1/27/2011,7.95,12764,Lebanon
2966,542276,12,1/27/2011,1.25,12764,Lebanon
2967,542276,12,1/27/2011,4.95,12764,Lebanon
2968,542276,12,1/27/2011,3.75,12764,Lebanon
2969,542276,6,1/27/2011,2.95,12764,Lebanon
2970,542276,4,1/27/2011,14.95,12764,Lebanon
2971,542276,6,1/27/2011,5.95,12764,Lebanon
